record_date,bank_id,bank_name,city,state,latitude,longitude,blood_group,inventory_units,storage_capacity_units,donations_received,requests_received,units_expired,emergency_event_flag,data_origin,generation_seed
2024-12-01,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,11,15,0,0,SYNTHETIC_DATA_SET,42
2024-12-02,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,7,21,2,0,SYNTHETIC_DATA_SET,42
2024-12-03,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,13,12,2,0,SYNTHETIC_DATA_SET,42
2024-12-04,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,6,154,13,7,0,0,SYNTHETIC_DATA_SET,42
2024-12-05,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,10,15,0,0,SYNTHETIC_DATA_SET,42
2024-12-06,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,12,11,1,0,SYNTHETIC_DATA_SET,42
2024-12-07,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,3,15,0,0,SYNTHETIC_DATA_SET,42
2024-12-08,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,5,8,3,0,SYNTHETIC_DATA_SET,42
2024-12-09,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,10,13,0,0,SYNTHETIC_DATA_SET,42
2024-12-10,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,17,8,0,0,SYNTHETIC_DATA_SET,42
2024-12-11,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,6,154,6,9,0,0,SYNTHETIC_DATA_SET,42
2024-12-12,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,4,154,11,12,1,0,SYNTHETIC_DATA_SET,42
2024-12-13,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,13,16,1,0,SYNTHETIC_DATA_SET,42
2024-12-14,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,15,6,0,0,SYNTHETIC_DATA_SET,42
2024-12-15,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,6,28,0,0,SYNTHETIC_DATA_SET,42
2024-12-16,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,16,14,1,0,SYNTHETIC_DATA_SET,42
2024-12-17,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,8,17,0,0,SYNTHETIC_DATA_SET,42
2024-12-18,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,12,10,1,0,SYNTHETIC_DATA_SET,42
2024-12-19,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,18,19,1,0,SYNTHETIC_DATA_SET,42
2024-12-20,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,6,11,0,0,SYNTHETIC_DATA_SET,42
2024-12-21,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,14,13,0,0,SYNTHETIC_DATA_SET,42
2024-12-22,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,12,14,1,0,SYNTHETIC_DATA_SET,42
2024-12-23,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,10,9,1,0,SYNTHETIC_DATA_SET,42
2024-12-24,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,9,20,1,0,SYNTHETIC_DATA_SET,42
2024-12-25,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,4,154,19,15,0,1,SYNTHETIC_DATA_SET,42
2024-12-26,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,15,16,0,0,SYNTHETIC_DATA_SET,42
2024-12-27,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,13,17,1,0,SYNTHETIC_DATA_SET,42
2024-12-28,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,8,154,18,10,0,0,SYNTHETIC_DATA_SET,42
2024-12-29,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,7,154,15,16,0,0,SYNTHETIC_DATA_SET,42
2024-12-30,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,14,154,19,10,2,0,SYNTHETIC_DATA_SET,42
2024-12-31,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,5,10,0,0,SYNTHETIC_DATA_SET,42
2025-01-01,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,8,154,8,9,0,0,SYNTHETIC_DATA_SET,42
2025-01-02,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,8,154,12,12,0,0,SYNTHETIC_DATA_SET,42
2025-01-03,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,23,154,20,5,0,0,SYNTHETIC_DATA_SET,42
2025-01-04,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,25,154,11,7,2,0,SYNTHETIC_DATA_SET,42
2025-01-05,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,10,154,6,20,1,0,SYNTHETIC_DATA_SET,42
2025-01-06,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,6,154,7,11,0,0,SYNTHETIC_DATA_SET,42
2025-01-07,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,13,154,16,9,0,0,SYNTHETIC_DATA_SET,42
2025-01-08,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,21,25,0,1,SYNTHETIC_DATA_SET,42
2025-01-09,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,18,154,17,6,2,0,SYNTHETIC_DATA_SET,42
2025-01-10,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,21,154,18,13,2,0,SYNTHETIC_DATA_SET,42
2025-01-11,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,22,154,12,10,1,0,SYNTHETIC_DATA_SET,42
2025-01-12,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,11,22,2,0,SYNTHETIC_DATA_SET,42
2025-01-13,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,15,20,1,0,SYNTHETIC_DATA_SET,42
2025-01-14,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,17,20,1,0,SYNTHETIC_DATA_SET,42
2025-01-15,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,5,154,19,13,1,0,SYNTHETIC_DATA_SET,42
2025-01-16,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,7,15,0,0,SYNTHETIC_DATA_SET,42
2025-01-17,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,11,27,1,0,SYNTHETIC_DATA_SET,42
2025-01-18,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,19,18,4,0,SYNTHETIC_DATA_SET,42
2025-01-19,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,11,11,0,0,SYNTHETIC_DATA_SET,42
2025-01-20,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,9,6,0,0,SYNTHETIC_DATA_SET,42
2025-01-21,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,13,30,0,1,SYNTHETIC_DATA_SET,42
2025-01-22,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,15,6,0,0,SYNTHETIC_DATA_SET,42
2025-01-23,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,8,154,21,22,0,0,SYNTHETIC_DATA_SET,42
2025-01-24,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,8,19,0,0,SYNTHETIC_DATA_SET,42
2025-01-25,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,9,23,0,0,SYNTHETIC_DATA_SET,42
2025-01-26,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,8,18,1,0,SYNTHETIC_DATA_SET,42
2025-01-27,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,20,16,1,0,SYNTHETIC_DATA_SET,42
2025-01-28,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,11,13,2,0,SYNTHETIC_DATA_SET,42
2025-01-29,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,7,12,1,0,SYNTHETIC_DATA_SET,42
2025-01-30,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,16,154,28,10,2,0,SYNTHETIC_DATA_SET,42
2025-01-31,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,16,31,1,1,SYNTHETIC_DATA_SET,42
2025-02-01,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,17,16,1,0,SYNTHETIC_DATA_SET,42
2025-02-02,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,7,15,3,0,SYNTHETIC_DATA_SET,42
2025-02-03,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,2,154,13,11,0,0,SYNTHETIC_DATA_SET,42
2025-02-04,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,5,154,15,12,0,0,SYNTHETIC_DATA_SET,42
2025-02-05,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,10,11,6,0,SYNTHETIC_DATA_SET,42
2025-02-06,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,8,11,1,0,SYNTHETIC_DATA_SET,42
2025-02-07,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,16,18,0,0,SYNTHETIC_DATA_SET,42
2025-02-08,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,9,9,1,0,SYNTHETIC_DATA_SET,42
2025-02-09,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,11,12,0,0,SYNTHETIC_DATA_SET,42
2025-02-10,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,5,154,16,11,0,0,SYNTHETIC_DATA_SET,42
2025-02-11,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,10,154,14,9,0,0,SYNTHETIC_DATA_SET,42
2025-02-12,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,2,154,11,17,2,0,SYNTHETIC_DATA_SET,42
2025-02-13,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,7,154,12,7,0,0,SYNTHETIC_DATA_SET,42
2025-02-14,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,2,154,22,26,1,0,SYNTHETIC_DATA_SET,42
2025-02-15,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,9,11,1,0,SYNTHETIC_DATA_SET,42
2025-02-16,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,10,9,0,0,SYNTHETIC_DATA_SET,42
2025-02-17,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,10,20,0,0,SYNTHETIC_DATA_SET,42
2025-02-18,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,6,154,16,10,0,0,SYNTHETIC_DATA_SET,42
2025-02-19,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,13,36,1,1,SYNTHETIC_DATA_SET,42
2025-02-20,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,11,11,0,0,SYNTHETIC_DATA_SET,42
2025-02-21,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,5,154,13,8,0,0,SYNTHETIC_DATA_SET,42
2025-02-22,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,4,154,9,9,1,0,SYNTHETIC_DATA_SET,42
2025-02-23,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,8,16,0,0,SYNTHETIC_DATA_SET,42
2025-02-24,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,18,9,0,0,SYNTHETIC_DATA_SET,42
2025-02-25,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,13,23,2,0,SYNTHETIC_DATA_SET,42
2025-02-26,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,9,5,1,0,SYNTHETIC_DATA_SET,42
2025-02-27,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,7,154,18,13,1,0,SYNTHETIC_DATA_SET,42
2025-02-28,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,15,13,0,0,SYNTHETIC_DATA_SET,42
2025-03-01,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,12,154,12,9,0,0,SYNTHETIC_DATA_SET,42
2025-03-02,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,9,11,1,0,SYNTHETIC_DATA_SET,42
2025-03-03,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,8,154,13,14,0,0,SYNTHETIC_DATA_SET,42
2025-03-04,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,12,154,20,16,0,0,SYNTHETIC_DATA_SET,42
2025-03-05,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,15,154,14,11,0,0,SYNTHETIC_DATA_SET,42
2025-03-06,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,8,154,12,18,1,0,SYNTHETIC_DATA_SET,42
2025-03-07,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,6,22,1,0,SYNTHETIC_DATA_SET,42
2025-03-08,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,14,15,2,0,SYNTHETIC_DATA_SET,42
2025-03-09,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,8,13,1,0,SYNTHETIC_DATA_SET,42
2025-03-10,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,17,8,0,0,SYNTHETIC_DATA_SET,42
2025-03-11,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,8,16,2,0,SYNTHETIC_DATA_SET,42
2025-03-12,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,9,17,0,0,SYNTHETIC_DATA_SET,42
2025-03-13,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,14,11,0,0,SYNTHETIC_DATA_SET,42
2025-03-14,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,6,154,13,9,1,0,SYNTHETIC_DATA_SET,42
2025-03-15,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,6,154,12,11,1,0,SYNTHETIC_DATA_SET,42
2025-03-16,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,15,18,0,0,SYNTHETIC_DATA_SET,42
2025-03-17,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,6,154,19,15,1,0,SYNTHETIC_DATA_SET,42
2025-03-18,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,14,19,0,0,SYNTHETIC_DATA_SET,42
2025-03-19,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,4,154,21,18,0,0,SYNTHETIC_DATA_SET,42
2025-03-20,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,14,17,2,0,SYNTHETIC_DATA_SET,42
2025-03-21,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,10,17,0,0,SYNTHETIC_DATA_SET,42
2025-03-22,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,11,15,1,0,SYNTHETIC_DATA_SET,42
2025-03-23,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,9,17,0,0,SYNTHETIC_DATA_SET,42
2025-03-24,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,14,15,1,0,SYNTHETIC_DATA_SET,42
2025-03-25,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,24,26,0,0,SYNTHETIC_DATA_SET,42
2025-03-26,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,6,15,0,0,SYNTHETIC_DATA_SET,42
2025-03-27,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,2,154,22,19,1,0,SYNTHETIC_DATA_SET,42
2025-03-28,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,6,154,12,8,0,0,SYNTHETIC_DATA_SET,42
2025-03-29,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,12,17,0,0,SYNTHETIC_DATA_SET,42
2025-03-30,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,12,10,0,0,SYNTHETIC_DATA_SET,42
2025-03-31,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,12,16,1,0,SYNTHETIC_DATA_SET,42
2025-04-01,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,10,10,1,0,SYNTHETIC_DATA_SET,42
2025-04-02,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,20,11,0,0,SYNTHETIC_DATA_SET,42
2025-04-03,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,14,23,1,0,SYNTHETIC_DATA_SET,42
2025-04-04,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,6,18,2,0,SYNTHETIC_DATA_SET,42
2025-04-05,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,10,13,0,0,SYNTHETIC_DATA_SET,42
2025-04-06,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,14,13,0,0,SYNTHETIC_DATA_SET,42
2025-04-07,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,12,12,1,0,SYNTHETIC_DATA_SET,42
2025-04-08,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,19,15,1,0,SYNTHETIC_DATA_SET,42
2025-04-09,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,11,14,0,0,SYNTHETIC_DATA_SET,42
2025-04-10,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,16,22,1,0,SYNTHETIC_DATA_SET,42
2025-04-11,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,7,154,15,8,0,0,SYNTHETIC_DATA_SET,42
2025-04-12,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,18,154,19,8,0,0,SYNTHETIC_DATA_SET,42
2025-04-13,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,15,154,20,22,1,0,SYNTHETIC_DATA_SET,42
2025-04-14,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,7,154,17,23,2,0,SYNTHETIC_DATA_SET,42
2025-04-15,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,1,154,14,18,2,0,SYNTHETIC_DATA_SET,42
2025-04-16,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,12,154,24,12,1,0,SYNTHETIC_DATA_SET,42
2025-04-17,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,8,154,13,17,0,0,SYNTHETIC_DATA_SET,42
2025-04-18,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,5,154,16,18,1,0,SYNTHETIC_DATA_SET,42
2025-04-19,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,20,16,0,0,SYNTHETIC_DATA_SET,42
2025-04-20,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,8,8,0,0,SYNTHETIC_DATA_SET,42
2025-04-21,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,15,21,0,1,SYNTHETIC_DATA_SET,42
2025-04-22,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,2,154,14,15,0,0,SYNTHETIC_DATA_SET,42
2025-04-23,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,3,154,12,10,1,0,SYNTHETIC_DATA_SET,42
2025-04-24,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,7,154,14,10,0,0,SYNTHETIC_DATA_SET,42
2025-04-25,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,6,14,0,0,SYNTHETIC_DATA_SET,42
2025-04-26,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,14,17,1,0,SYNTHETIC_DATA_SET,42
2025-04-27,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,8,21,0,0,SYNTHETIC_DATA_SET,42
2025-04-28,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,17,17,1,0,SYNTHETIC_DATA_SET,42
2025-04-29,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,10,12,0,0,SYNTHETIC_DATA_SET,42
2025-04-30,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,17,26,0,0,SYNTHETIC_DATA_SET,42
2025-05-01,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,14,21,0,0,SYNTHETIC_DATA_SET,42
2025-05-02,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,12,16,1,0,SYNTHETIC_DATA_SET,42
2025-05-03,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,14,24,1,0,SYNTHETIC_DATA_SET,42
2025-05-04,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,21,21,0,0,SYNTHETIC_DATA_SET,42
2025-05-05,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,7,154,17,9,1,0,SYNTHETIC_DATA_SET,42
2025-05-06,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,5,154,17,18,1,0,SYNTHETIC_DATA_SET,42
2025-05-07,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,26,154,27,6,0,0,SYNTHETIC_DATA_SET,42
2025-05-08,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,22,154,8,11,1,0,SYNTHETIC_DATA_SET,42
2025-05-09,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,19,154,17,20,0,0,SYNTHETIC_DATA_SET,42
2025-05-10,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,5,154,6,20,0,0,SYNTHETIC_DATA_SET,42
2025-05-11,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,7,27,1,0,SYNTHETIC_DATA_SET,42
2025-05-12,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,14,154,28,13,1,0,SYNTHETIC_DATA_SET,42
2025-05-13,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,9,154,10,15,0,1,SYNTHETIC_DATA_SET,42
2025-05-14,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,7,154,15,17,0,0,SYNTHETIC_DATA_SET,42
2025-05-15,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,12,154,14,9,0,0,SYNTHETIC_DATA_SET,42
2025-05-16,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,6,154,12,17,1,0,SYNTHETIC_DATA_SET,42
2025-05-17,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,8,16,0,0,SYNTHETIC_DATA_SET,42
2025-05-18,bank_004,Synthetic Reference Centre West,Lucknow,Uttar Pradesh,26.831,80.9,O+,0,154,11,29,0,1,SYNTHETIC_DATA_SET,42
