bank_id,bank_name,city,district,state,latitude,longitude,data_source,collected_at_utc,directory_snapshot
official_967,M/s IRCS Blood Bank.,Chittoor,Chittoor,Andhra Pradesh,13.21698,79.100764,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_968,ST Thomas Hospital Blood Bank and Leprosy Centre,Tiruvannamalai,Tiruvannamalai,Tamil Nadu,12.466265,79.335994,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_969,Verma Union Hospital Blood Bank,Indore,Indore,Madhya Pradesh,22.71209,75.838098,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_970,Index Medical College Hospital and Research Centre Blood Bank,Indore,Indore,Madhya Pradesh,22.732016,75.888857,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_971,Vishnuprabha Charitable Trust Blood Bank,Dewas,Dewas,Madhya Pradesh,22.964817,76.046337,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_972,Greater Kailash Hospitals Private Limited Blood Bank,Indore,Indore,Madhya Pradesh,22.72527,75.889633,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_973,Bhagwan Mahavir Hospital Blood Bank,Sumerpur,Pali,Rajasthan,25.132911,73.11258,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_974,Aruvindo Blood Banks SAIMS Hospital,Indore,Indore,Madhya Pradesh,22.796953,75.845156,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_975,Area Hospital (Repeated),Tenali,Guntur,Andhra Pradesh,16.239531,80.64934,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_976,Late N.H. Ramani Memorial Voluntary Blood Bank and Navchetan Pathology Lab Modasa,Sabarkantha,Sabarkantha,Gujarat,23.459892,73.297569,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_977,Mahatma Gandhi Government Hospital Blood Bank,Banswara,Banswara,Rajasthan,23.553246,74.442491,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_978,District Hospital Blood Bank,Dewas,Dewas,Madhya Pradesh,22.962207,76.048075,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_979,GMERS Medical College Attach Sir Pratap General Hospital Blood Bank,Himmatnagar,Sabarkantha,Gujarat,23.595692,72.960688,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_980,Grassim Hospital and Blood Bank,Nagda,Ujjain,Madhya Pradesh,23.4465681,75.407488,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_981,Kota Blood Bank Society,Kota,Kota,Rajasthan,25.15205,75.835195,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_982,District Hospital Blood Bank,Ratlam,Ratlam,Madhya Pradesh,23.327397,75.038845,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_983,CR Gardi Hospital and RD Blood Bank,Ujjain,Ujjain,Madhya Pradesh,23.233015,75.811619,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_984,MY Hospital & MGM Medical College - State of ART Model Blood Bank ,Indore,Indore,Madhya Pradesh,22.714476,75.882875,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_985,Bhupal Singh Dhariwal Memorial Blood Bank ,Bhilwara,Bhilwara,Rajasthan,25.358359,74.645124,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_986,New Hospital  Medical College Blood Bank,Kota,Kota,Rajasthan,25.119971,75.831146,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_987,Ram Snehi Hospital Blood Bank ,Bhilwara,Bhilwara,Rajasthan,25.349758,74.643888,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_988,District Hospital Blood Bank,Mandsaur,Mandsaur,Madhya Pradesh,24.069241,75.071826,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_989,Gurjar Hospital and Endoscopy Centre Private Limited Blood Bank,Indore,Indore,Madhya Pradesh,22.691901,75.866108,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_990,Saral Blood Bank,Udaipur,Udaipur,Rajasthan,24.594033,73.698544,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_991,Raktdan Kendra Voluntary Blood Bank Godhra ,Godhra,Panchmahal ,Gujarat,22.762228,73.608892,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_992,Shri Ram Blood Bank,Kota,Kota,Rajasthan,25.144698,75.837722,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_993,Sawai Madhopur Government General Hospital Blood Bank,Sawai Madhopur,Sawai Madhopur,Rajasthan,25.217543,75.837287,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_994,Rajasthan Atomic Power Station (R.A.P.S) Hospital Blood Bank ,Rawatbhata,Chittorgarh,Rajasthan,24.873676,75.617899,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_995,GBH American Hospital Blood bank,Udaipur,Udaipur,Rajasthan,24.593634,73.696364,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_996,Arihant Hospital and Research Centre Blood Bank,Indore,Indore,Madhya Pradesh,22.701662,75.829585,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_997,Muljibhai Patel Urological Hospital Blood Bank,Nadiad,Kheda,Gujarat,22.683058,72.872039,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_998,Maharao Bhimsingh Hospital Blood Bank,Kota,Kota,Rajasthan,25.198998,75.856664,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_999,Sanghvi Blood Bank,Indore,Indore,Madhya Pradesh,22.7166872,75.8739793,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1000,Sudha Blood Bank,Kota,Kota,Rajasthan,25.150517,75.852151,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1001,Gujarat Methodist Church Cardiac Care and Research Society Blood Bank,Nadiad,Kheda,Gujarat,22.701204,72.844443,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1002,Shri Haridev Joshi General Hospital Blood bank,Dungarpur,Dungarpur,Rajasthan,23.858847,73.71089,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1003,Lokmitra Blood Bank and Thalassemia Research Centre,Udaipur,Udaipur,Rajasthan,24.581121,73.712858,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1004,Government Bangar Hospital Blood Bank,Pali,Pali,Rajasthan,25.776368,73.332182,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1005,P.B.S.S.General Hospital Blood Bank,Bundi,Bundi,Rajasthan,25.441477,75.644144,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1006,Bombay Hospital Trust Blood Bank,Indore,Indore,Madhya Pradesh,22.71957,75.857726,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1007,Jhalawar Hospital and Medical College Blood Bank,Jhalawar,Jhalawar,Rajasthan,24.586774,76.160622,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1008,Samarth Raktdan Kendra                                                             ,Dahod,Dahod,Gujarat,22.949278,73.630239,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1009,Patel Voluntary Blood Bank Modasa,Sabarkantha,Sabarkantha,Gujarat,23.467375,73.297689,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1010,District Hospital,Jhabua,Jhabua,Madhya Pradesh,22.773068,74.591422,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1011,Rotary International Global Hospital Blood Bank,Sirohi,Sirohi,Rajasthan,24.538286,72.801958,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1012,Krishna Rotary Blood Bank,Kota,Kota,Rajasthan,25.153422,75.851833,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1013,Puspha Mission Hospital and Maternity Home Blood Bank,Ujjain,Ujjain,Madhya Pradesh,23.168295,75.795961,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1014,Deep Blood Bank,Khandwa,East Nimar,Madhya Pradesh,22.8740505,74.7337069,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1015,Manav Seva Samiti Blood Bank,Ratlam,Ratlam,Madhya Pradesh,23.3266577,75.039959,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1016,"General Hospital Blood Bank Godhra, ",Godhra,Panchmahal ,Gujarat,22.771958,73.620689,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1017,Pacific Medical College and Hospital Blood Bank,Udaipur,Udaipur,Rajasthan,24.668857,73.70231,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1018,Vishesh Hospital Blood Bank,Indore,Indore,Madhya Pradesh,22.7187135,75.8882735,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1019,Government General Hospital Blood Bank,Sirohi,Sirohi,Rajasthan,24.88629,72.859424,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1020,SNG Hospital Blood Bank,Indore,Indore,Madhya Pradesh,22.720246,75.8817,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1021,Maharana Bhupal Government Hospital Blood Bank,Udaipur,Udaipur,Rajasthan,24.589107,73.692338,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1022,Kiran Voluntary Blood Bank                                                                       ,Dahod,Dahod,Gujarat,22.839956,74.254361,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1023,Mahatma Gandhi Hospital Blood Bank,Bhilwara,Bhilwara,Rajasthan,25.347562,74.641874,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1024,Ujjain Charitable Trust Blood Bank,Ujjain,Ujjain,Madhya Pradesh,23.192897,75.776423,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1025,Indian Red Cross Society (IRCS) Blood Bank,Neemuch,Neemuch,Madhya Pradesh,24.460273,74.874825,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1026, Indian Red Cross Society Blood Bank ,Dahod,Dahod,Gujarat,22.838831,74.254139,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1027,Indira Diagnostic and Blood Bank Limited,Lucknow,Lucknow,Uttar Pradesh,26.870091,80.971582,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1028,District Hospital Blood Bank,Ujjain,Ujjain,Madhya Pradesh,23.105277,75.463821,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1029,Bharat Vikas Parishad Chikitshalya Blood Bank,Kota,Kota,Rajasthan,25.16239,75.831475,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1030,Shree Sanwaliyaji Government Hospital Blood Bank,Chittorgarh,Chittorgarh,Rajasthan,24.619153,74.681808,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1031,Geetanjali Medical College and Hospital Blood Bank,Udaipur,Udaipur,Rajasthan,24.553352,73.731888,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1032,R.K. District Hospital Blood Bank,Rajsamand,Rajsamand,Rajasthan,25.024193,73.883611,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1033,L. G. Hospital Blood Bank,Ahmedabad,Ahmedabad,Gujarat,22.999464,72.60458,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1034,GUJARAT CANCER MEDICAL COLLEGE,Ahmedabad,Ahmedabad,Gujarat,23.038706,72.610334,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1035,Maha Gujarat Blood Bank,Ahmedabad,Ahmedabad,Gujarat,22.997578,72.603054,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1036,Institute of Kidney Disease and Research Centre ,Ahmedabad,Ahmedabad,Gujarat,23.051439,72.605577,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1037,General Hospital Blood Bank Morbi,Rajkot,Rajkot,Gujarat,22.815814,70.831473,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1038,District Hospital Blood Bank Dharwad,Dharwad,Dharwad,Karnataka,15.46473,75.010366,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1039,Bhoomi Voluntary Blood Bank Palanpur,Banaskantha,Banaskantha,Gujarat,24.162436,72.414225,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1040,Gandhi Lincon Hospital Blood Bank,Banaskantha,Banaskantha,Gujarat,24.256318,72.184372,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1041,General Hospital Blood Bank Mehsana,Mehsana,Mehsana,Gujarat,23.608546,72.391231,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1042,Prathama Blood Centre,Ahmedabad,Ahmedabad,Gujarat,23.006225,72.541921,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1043,The Gujarat Cancer & Research Institute Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.039061,72.610263,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1044,Dharti Voluntary Blood Bank,Banaskantha,Banaskantha,Gujarat,24.499781,72.020131,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1045,White Cross Blood Bank ,Ahmedabad,Ahmedabad,Gujarat,23.06573,72.636791,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1046,Ami Pathology Laboratory and Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.08705,72.592226,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1047,General Hospital Surendranagar Blood Bank,Surendranagar,Surendranagar,Gujarat,22.7226,71.649165,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1048,General Hospital Blood Bank Siddhpur,Siddhpur,Patan,Gujarat,23.916169,72.372983,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1049,Saraswati Voluntary Blood Bank,Banaskantha,Banaskantha,Gujarat,24.499588,72.032557,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1050,Balrampur Hospital Blood Bank,Lucknow,Lucknow,Uttar Pradesh,26.856601,80.926431,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1051,Barmer Government Hospital Blood Bank,Barmer,Barmer,Rajasthan,25.7505,71.396354,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1052,Smt. Shardaben Hospital Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.035285,72.617719,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1053,Gujarat Blood Bank Paldi,Ahmedabad,Ahmedabad,Gujarat,23.016405,72.566328,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1054,Help Voluntary Blood Bank  ,Ahmedabad,Ahmedabad,Gujarat,23.000103,72.604863,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1055,Sterling Hospital,Ahmedabad,Ahmedabad,Gujarat,23.048798,72.531309,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1056,Dr. Jivraj Mehta  Smarak Health Foundation Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.008319,72.543367,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1057,Sharddha Voluntary Blood Bank and Pathology Laboratory Dhangadhra,Surendranagar,Surendranagar,Gujarat,22.990836,71.47162,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1058,Supratech Voluntary Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.067721,72.512046,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1059,Visnagar Voluntary Blood Bank,Visnagar,Mehsana,Gujarat,23.701586,72.541897,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1060, Apollo Hospital International Limited Blood Bank,Gandhinagar,Gandhinagar,Gujarat,23.109635,72.625835,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1061,V. S. Hospital Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.020595,72.571659,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1062,Mayur Voluntary Blood Bank   Mandvi,Kutch,Kachchh,Gujarat,22.833302,69.354198,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1063,"Sardar Seva Trust, Unjha Nagrik Sahkari Voluntary Blood Bank",Unjha,Mehsana,Gujarat,23.804024,72.389713,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1064,Bagalkot Blood Bank,Bagalkot,Bagalkot,Karnataka,16.186132,75.70653,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1065,"Bahansali Trust Raktdan Kendra, Radhanpur ",Patan,Patan,Gujarat,23.823539,71.616139,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1066,Adarsh Pathology Laboratory and Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.033177,72.628422,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1067,"GMERS MEDICL COLLEGE ATTACHED GENERAL HOSPITAL, GANDHINAGAR",GANDHINAGAR,Gandhinagar,Gujarat,23.218597,72.641585,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1068,GMERS Medical College and Hospital Blood Bank Dharpur ,Patan,Patan,Gujarat,23.84643,72.191676,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1069,District Hospital Blood Bank ,Mapusa,North Goa,Goa,15.597585,73.820198,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1070,"M. U. Pethani Voluntary Blood Bank, Palanpur",Banaskantha,Banaskantha,Gujarat,24.170367,72.435186,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1071,Adarsh Voluntary Blood Bank ,Tharad,Banaskantha,Gujarat,24.396283,71.638042,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1072,Civil Hospital Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.051227,72.6055,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1073,C. U. Shah Medical College and Hospital Blood Bank,Surendranagar,Surendranagar,Gujarat,22.741751,71.622137,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1074,Shiv Voluntary Blood Bank Morbi,Rajkot,Rajkot,Gujarat,22.811453,70.828261,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1075,Gujarat Blood Bank Naranpura,Ahmedabad,Ahmedabad,Gujarat,23.055467,72.560224,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1076,General Hospital Blood Bank ,Ahmedabad,Ahmedabad,Gujarat,23.028114,72.623869,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1077,Indian Red Cross Society Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.012718,72.55774,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1078,Cross World Voluntary Blood Bank ,Ahmedabad,Ahmedabad,Gujarat,23.056322,72.570237,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1079,Jivan Jyot Blood Bank  ,Kutch,Kachchh,Gujarat,23.241748,69.67181,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1080,Charak Hospital and Research Center Blood Bank,Lucknow,Lucknow,Uttar Pradesh,26.872555,80.871172,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1081,District Hospital Blood Bank,Belgaum,Belgaum,Karnataka,15.86908,74.510438,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1082,Gayatri Pathology Laboratory and Voluntary Blood Bank,Banaskantha,Banaskantha,Gujarat,24.266228,72.183973,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_1083,"Matrushri Meghbai Pramji Jetha Hospital and Research Centre, Bhuj ",Kutch,Kachchh,Gujarat,23.242291,69.666889,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
